InterruptManager	0xca04a2b9	sceKernelRegisterSubIntrHandler
InterruptManager	0xd2e8363f	QueryIntrHandlerInfo
InterruptManager	0xd61e6961	sceKernelReleaseSubIntrHandler
InterruptManager	0xeee43f47	sceKernelRegisterUserSpaceIntrStack
InterruptManager	0xfb8e22ec	sceKernelEnableSubIntr
InterruptManager	0xfc4374b8	sceKernelIsSubInterruptOccurred
InterruptManagerForKernel	0x00b6b0f3	QueryInterruptManCB
InterruptManagerForKernel	0x02314986	sceKernelCpuEnableIntr
InterruptManagerForKernel	0x02475aaf	sceKernelIsInterruptOccurred
InterruptManagerForKernel	0x02ac50d5	InterruptManagerForKernel_02AC50D5
InterruptManagerForKernel	0x092968f4	sceKernelCpuSuspendIntr
InterruptManagerForKernel	0x0c5f7ae3	sceKernelCallSubIntrHandler
InterruptManagerForKernel	0x0e224d66	SupportIntr
InterruptManagerForKernel	0x0fc68a56	sceKernelSetPrimarySyscallHandler
InterruptManagerForKernel	0x1373f20e	InterruptManagerForKernel_1373F20E
InterruptManagerForKernel	0x14d4c61a	sceKernelRegisterSystemCallTable
InterruptManagerForKernel	0x15894d0b	InterruptManagerForKernel_15894D0B
InterruptManagerForKernel	0x19596cd3	ReleaseSubIntrruptMonitor
InterruptManagerForKernel	0x201a1a19	InterruptManagerForKernel_201A1A19
InterruptManagerForKernel	0x2412f096	sceKernelSuspendIntr
InterruptManagerForKernel	0x272766f8	sceKernelRegisterDebuggerIntrHandler
InterruptManagerForKernel	0x27bc9a45	UnSupportIntr
InterruptManagerForKernel	0x2980ae03	sceKernelResumeSubIntr
InterruptManagerForKernel	0x2cd783a1	RegisterContextHooks
InterruptManagerForKernel	0x2dc9709b	_sceKernelGetCpuClockCounterLow
InterruptManagerForKernel	0x2f3c4dcd	InterruptManagerForKernel_2F3C4DCD
InterruptManagerForKernel	0x30c08374	sceKernelGetCpuClockCounter
InterruptManagerForKernel	0x35634a64	sceKernelGetCpuClockCounterWide
InterruptManagerForKernel	0x3b84732d	sceKernelCpuResumeIntrWithSync
InterruptManagerForKernel	0x4023e1a7	sceKernelDisableSubIntr
InterruptManagerForKernel	0x4351dd4e	sceKernelIsSubInterruptOccured
InterruptManagerForKernel	0x43a7bbdc	InterruptManagerForKernel_43A7BBDC
InterruptManagerForKernel	0x43cd40ef	ReturnToThread
